NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
1570,메리츠 레버리지 국채5년 ETN,11075,0,0.00%,0,111,1000,0.00,0,N/A,N/A
1571,하나 인버스 2X 옥수수 선물 ETN(H),11070,0,0.00%,0,111,1000,0.00,0,N/A,N/A
1572,DB하이텍1우,98500,하락2900,-2.86%,5000,111,112,1.08,217,7.85,N/A
1573,TIGER 일본TOPIX(합성 H),17195,0,0.00%,0,110,640,0.00,201,N/A,N/A
1574,TIGER 한중전기차(합성),11560,하락80,-0.69%,0,110,950,0.00,51,N/A,N/A
1575,KODEX 미국나스닥100선물인버스(H),11540,하락10,-0.09%,0,110,950,2.17,18283,N/A,N/A
1576,KODEX 미국S&P500금융,10945,상승120,+1.11%,0,109,1000,0.00,55,N/A,N/A
1577,TRUE 인버스 금 선물 ETN,10935,0,0.00%,0,109,1000,0.00,0,N/A,N/A
1578,삼성 금 선물 ETN(H),10935,0,0.00%,0,109,1000,0.00,0,N/A,N/A
1579,KODEX KTOP30,18185,하락55,-0.30%,0,109,600,0.00,21,N/A,N/A
1580,메리츠 인버스 2X 국채10년 ETN,10890,0,0.00%,0,109,1000,0.00,0,N/A,N/A
1581,TRUE 인버스 HSCEI ETN(H) B,10890,0,0.00%,0,109,1000,0.00,0,N/A,N/A
1582,신한 인버스 구리 선물 ETN(H),5445,상승5,+0.09%,0,109,2000,0.00,403,N/A,N/A
1583,메리츠 금 선물 ETN(H),10875,하락25,-0.23%,0,109,1000,0.00,57,N/A,N/A
1584,TRUE 은 선물 ETN,10865,상승115,+1.07%,0,109,1000,0.00,7,N/A,N/A
1585,KB KRX ESG Eco ETN,10860,하락55,-0.50%,0,109,1000,0.00,2,N/A,N/A
1586,QV US 500 월간레버리지 ETN(H),21655,0,0.00%,0,108,500,0.00,0,N/A,N/A
1587,QV iSelect-WG 그린에너지 ESG ETN,10825,0,0.00%,0,108,1000,0.00,0,N/A,N/A
1588,신한 인버스 2X 미국달러 선물 ETN,5410,하락15,-0.28%,0,108,2000,0.00,1114,N/A,N/A
1589,넥센우,3005,하락10,-0.33%,500,108,3601,13.65,28,9.82,N/A
1590,KODEX 미국S&P500헬스케어,10785,상승100,+0.94%,0,108,1000,0.00,656,N/A,N/A
1591,삼양사우,29100,상승200,+0.69%,5000,108,370,6.36,1,4.51,N/A
1592,KBSTAR 국채선물5년추종,48460,상승75,+0.16%,0,108,222,0.00,1,N/A,N/A
1593,ACE 원자력테마딥서치,11915,상승100,+0.85%,0,107,900,0.05,6047,N/A,N/A
1594,TRUE FnGuide IoT ETN,10700,하락85,-0.79%,0,107,1000,0.00,2,N/A,N/A
1595,KTOP 코스피50,23760,상승30,+0.13%,0,107,450,0.00,35,N/A,N/A
1596,신한 인버스 Russell 2000 ETN,10685,0,0.00%,0,107,1000,0.00,0,N/A,N/A
1597,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,10670,하락40,-0.37%,0,107,1000,0.00,1088,N/A,N/A
1598,TRUE 레버리지 베트남 VN30 선물 ETN(H),10645,하락140,-1.30%,0,106,1000,0.00,1186,N/A,N/A
1599,메리츠 인버스 국채10년 ETN,10630,0,0.00%,0,106,1000,0.00,0,N/A,N/A
1600,대신 2X 철광석 선물 ETN(H),10625,하락115,-1.07%,0,106,1000,0.00,1,N/A,N/A
1601,KODEX 미국S&P500필수소비재,10620,하락15,-0.14%,0,106,1000,0.00,154,N/A,N/A
1602,메리츠 국채5년 ETN,10615,0,0.00%,0,106,1000,0.00,0,N/A,N/A
1603,JW중외제약우,31650,상승50,+0.16%,2500,106,335,0.02,7,24.05,N/A
1604,KODEX 미국S&P500경기소비재,10610,상승80,+0.76%,0,106,1000,0.00,17,N/A,N/A
1605,TRUE 구리 선물 ETN,10600,0,0.00%,0,106,1000,0.00,0,N/A,N/A
1606,메리츠 레버리지 국채3년 ETN,10565,0,0.00%,0,106,1000,0.00,0,N/A,N/A
1607,KBSTAR KRX300,16215,하락10,-0.06%,0,105,650,0.00,19,N/A,N/A
1608,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,10530,하락35,-0.33%,0,105,1000,0.00,10166,N/A,N/A
1609,KOSEF 물가채KIS,105280,하락20,-0.02%,0,105,100,0.00,6,N/A,N/A
1610,KBSTAR 미국고정배당우선증권ICE TR,10025,상승70,+0.70%,0,105,1050,0.00,5,N/A,N/A
1611,QV S&P500 버퍼10% 3월 ETN(H),10480,0,0.00%,0,105,1000,0.00,0,N/A,N/A
1612,삼성 인버스 2X 은 선물 ETN(H),1045,하락30,-2.79%,0,104,10000,0.10,21453,N/A,N/A
1613,TRUE 플래티넘 선물 ETN,10435,상승175,+1.71%,0,104,1000,0.00,985,N/A,N/A
1614,QV S&P500 버퍼10% 6월 ETN(H),10390,0,0.00%,0,104,1000,0.00,0,N/A,N/A
1615,메리츠 국채3년 ETN,10370,0,0.00%,0,104,1000,0.00,0,N/A,N/A
1616,SK증권우,2650,하락25,-0.93%,500,104,3913,0.37,967,132.50,N/A
1617,메리츠 3X 레버리지 국채5년 ETN,20585,0,0.00%,0,103,500,0.00,0,N/A,N/A
1618,미래에셋 인도네시아 금속&에너지 Top5 ETN,10290,상승80,+0.78%,0,103,1000,0.00,4,N/A,N/A
1619,QV S&P500 버퍼10% 12월 ETN(H),10280,0,0.00%,0,103,1000,0.00,0,N/A,N/A
1620,ACE 싱가포르리츠,12850,하락40,-0.31%,0,103,800,0.02,1185,N/A,N/A
1621,에셋플러스 글로벌대장장이액티브,10920,상승20,+0.18%,0,103,940,0.00,4,N/A,N/A
1622,KODEX 일본TOPIX100,17055,0,0.00%,0,102,600,0.00,6,N/A,N/A
1623,메리츠 3X 레버리지 국채3년 ETN,20430,하락80,-0.39%,0,102,500,0.00,60,N/A,N/A
1624,하나 iSelect-WG 탄소중립 ESG ETN,10190,0,0.00%,0,102,1000,0.00,0,N/A,N/A
1625,메리츠 인버스 구리 선물 ETN(H),10185,0,0.00%,0,102,1000,0.00,0,N/A,N/A
1626,SOL 24-06 국고채액티브,101770,상승30,+0.03%,0,102,100,0.00,3,N/A,N/A
1627,TIGER 한중반도체(합성),11965,0,0.00%,0,102,850,0.00,0,N/A,N/A
1628,ARIRANG 200선물인버스2X,5315,상승30,+0.57%,0,101,1900,0.51,4997,N/A,N/A
1629,메리츠 은 선물 ETN(H),10095,0,0.00%,0,101,1000,0.00,0,N/A,N/A
1630,TIGER 글로벌사이버보안INDXX,9345,하락20,-0.21%,0,101,1080,5.61,33,N/A,N/A
1631,삼성 인버스 구리 선물 ETN(H),10090,0,0.00%,0,101,1000,0.00,0,N/A,N/A
1632,HANARO 탄소효율그린뉴딜,8390,하락30,-0.36%,0,101,1200,0.00,1,N/A,N/A
1633,SOL 유럽탄소배출권선물S&P(H),14380,하락90,-0.62%,0,101,700,0.00,154,N/A,N/A
1634,메리츠 3X 레버리지 국채10년 ETN,20130,하락175,-0.86%,0,101,500,0.00,101,N/A,N/A
1635,마이다스 KoreaStock액티브,19085,0,0.00%,0,100,525,0.00,0,N/A,N/A
1636,삼성 은 선물 ETN(H),9980,0,0.00%,0,100,1000,0.00,0,N/A,N/A
1637,대신 S&P500 VIX S/T 선물 ETN,9950,하락80,-0.80%,0,100,1000,0.00,767,N/A,N/A
1638,KODEX 200동일가중,10970,상승5,+0.05%,0,99,900,0.00,1,N/A,N/A
1639,메리츠 인버스 3X 국채3년 ETN,19725,0,0.00%,0,99,500,0.00,0,N/A,N/A
1640,KODEX 미국ETF산업Top10 Indxx,11600,상승110,+0.96%,0,99,850,0.00,1515,N/A,N/A
1641,TIGER 유로스탁스레버리지(합성 H),9835,상승75,+0.77%,0,98,1000,0.00,33,N/A,N/A
1642,메리츠 인버스 3X 국채10년 ETN,19615,상승115,+0.59%,0,98,500,0.00,8,N/A,N/A
1643,메리츠 인버스 3X 국채5년 ETN,19555,0,0.00%,0,98,500,0.00,0,N/A,N/A
1644,KODEX 혁신기술테마액티브,12215,0,0.00%,0,98,800,0.00,51,N/A,N/A
1645,TRUE 블룸버그 인도네시아 대표원자재 ETN,9770,하락50,-0.51%,0,98,1000,0.00,99,N/A,N/A
1646,KODEX MSCI Korea,16250,0,0.00%,0,98,600,0.00,0,N/A,N/A
1647,KB 인버스 2X S&P 500 선물 ETN,9730,상승75,+0.78%,0,97,1000,0.00,2,N/A,N/A
1648,TRUE 인버스 2X S&P500 선물 ETN(H),1945,하락5,-0.26%,0,97,5000,0.00,4838,N/A,N/A
1649,KODEX TDF2030액티브,10775,상승10,+0.09%,0,97,900,0.00,47,N/A,N/A
1650,KOSEF 국고채10년레버리지,107620,하락740,-0.68%,0,97,90,0.00,131,N/A,N/A
1651,하나 코스닥150 선물 ETN,9675,하락145,-1.48%,0,97,1000,0.00,2,N/A,N/A
1652,메리츠 인버스 국채5년 ETN,9670,0,0.00%,0,97,1000,0.00,0,N/A,N/A
1653,메리츠 인버스 2X 국채3년 ETN,9670,0,0.00%,0,97,1000,0.00,0,N/A,N/A
1654,삼성 인버스 나스닥 100 ETN(H),9670,상승20,+0.21%,0,97,1000,0.00,62,N/A,N/A
1655,TIGER 200커버드콜ATM,8760,상승10,+0.11%,0,96,1100,0.00,6813,N/A,N/A
1656,KOSEF KRX100,5340,0,0.00%,0,96,1800,0.00,80,N/A,N/A
1657,KODEX 미국S&P바이오(합성),23630,상승465,+2.01%,0,96,406,0.00,1147,N/A,N/A
1658,ARIRANG KRX300,15980,0,0.00%,0,96,600,0.00,0,N/A,N/A
1659,KOSEF 미국달러선물인버스,8925,하락25,-0.28%,0,95,1070,0.00,570,N/A,N/A
1660,대신 인버스 2X 코스닥 150 선물 ETN,9520,상승330,+3.59%,0,95,1000,0.00,1743,N/A,N/A
1661,신한 레버리지 Russell 2000 ETN,9495,상승35,+0.37%,0,95,1000,0.00,510,N/A,N/A
1662,하나 인버스 2X 코스닥150 선물 ETN,9480,상승295,+3.21%,0,95,1000,0.00,1994,N/A,N/A
1663,ACE 미국IT인터넷S&P(합성 H),11850,하락75,-0.63%,0,95,800,0.00,3,N/A,N/A
1664,KBSTAR KRX300레버리지,13525,상승200,+1.50%,0,95,700,0.00,1,N/A,N/A
1665,하나 인버스 2X 콩 선물 ETN(H),9460,상승125,+1.34%,0,95,1000,0.00,2390,N/A,N/A
1666,삼성 인버스 China A50 선물 ETN(H),9460,0,0.00%,0,95,1000,0.00,0,N/A,N/A
1667,삼성 구리 선물 ETN(H),9455,0,0.00%,0,95,1000,0.00,0,N/A,N/A
1668,TRUE 코스닥 150 ETN,9450,하락135,-1.41%,0,94,1000,0.00,2,N/A,N/A
1669,메리츠 구리 선물 ETN(H),9425,0,0.00%,0,94,1000,0.00,0,N/A,N/A
1670,SOL 차이나태양광CSI(합성),7835,상승5,+0.06%,0,94,1200,0.00,216,N/A,N/A
1671,TRUE 블룸버그 WTI원유 선물 ETN,9395,하락165,-1.73%,0,94,1000,0.00,2,N/A,N/A
1672,삼성 블룸버그 WTI원유 선물 ETN,9365,하락180,-1.89%,0,94,1000,0.00,3,N/A,N/A
1673,TRUE 인버스 유로스탁스50 ETN(H) C,9325,0,0.00%,0,93,1000,0.00,0,N/A,N/A
1674,ACE 글로벌브랜드TOP10블룸버그,11635,하락15,-0.13%,0,93,800,0.00,334,N/A,N/A
1675,삼성 나스닥 100 ETN(H),9280,하락35,-0.38%,0,93,1000,0.00,2,N/A,N/A
1676,삼성 인버스 금 선물 ETN(H),9270,0,0.00%,0,93,1000,0.00,0,N/A,N/A
1677,ACE 레버리지,6595,하락20,-0.30%,0,92,1400,0.02,407,N/A,N/A
1678,ARIRANG 고배당저변동50,11535,하락5,-0.04%,0,92,800,0.00,5,N/A,N/A
1679,TREX 펀더멘탈 200,36785,0,0.00%,0,92,250,0.08,0,N/A,N/A
1680,메리츠 인버스 2X 국채5년 ETN,9190,0,0.00%,0,92,1000,0.00,0,N/A,N/A
1681,메리츠 인버스 은 선물 ETN(H),9175,0,0.00%,0,92,1000,0.00,0,N/A,N/A
1682,삼성 인버스 코스닥 150 선물 ETN,9160,상승130,+1.44%,0,92,1000,0.00,2630,N/A,N/A
1683,KODEX 미국스마트모빌리티S&P,5725,하락35,-0.61%,0,92,1600,0.00,685,N/A,N/A
1684,FOCUS 혁신기업액티브,8290,0,0.00%,0,91,1100,0.00,0,N/A,N/A
1685,KODEX Fn웹툰&드라마,5065,하락55,-1.07%,0,91,1800,0.00,8289,N/A,N/A
1686,하나 인버스 코스닥150 선물 ETN,9060,상승70,+0.78%,0,91,1000,0.00,2,N/A,N/A
1687,ARIRANG 200선물레버리지,30195,하락140,-0.46%,0,91,300,0.00,114,N/A,N/A
1688,ACE 미국달러단기채권액티브,10040,상승25,+0.25%,0,90,900,0.00,111,N/A,N/A
1689,TIGER 미국나스닥넥스트100,10620,0,0.00%,0,90,850,5.44,0,N/A,N/A
1690,삼성 인버스 은 선물 ETN(H),9010,하락115,-1.26%,0,90,1000,0.00,87,N/A,N/A
1691,KB 인버스 2X 구리 선물 ETN(H),18010,하락105,-0.58%,0,90,500,0.00,40,N/A,N/A
1692,메리츠 레버리지 국채10년 ETN,8995,0,0.00%,0,90,1000,0.00,0,N/A,N/A
1693,ACE 미국하이일드액티브(H),9955,하락35,-0.35%,0,90,900,0.00,20260,N/A,N/A
1694,메리츠 인버스 3X 국채30년 ETN,44705,상승595,+1.35%,0,89,200,0.00,1632,N/A,N/A
1695,메리츠 CSI 300 ETN,8895,0,0.00%,0,89,1000,0.00,0,N/A,N/A
1696,TIGER S&P글로벌인프라(합성),12640,0,0.00%,0,88,700,0.00,416,N/A,N/A
1697,신한 인버스 달러인덱스 선물 ETN(H),8790,상승25,+0.29%,0,88,1000,0.00,12,N/A,N/A
1698,대신 2X 알루미늄 선물 ETN(H),8790,상승190,+2.21%,0,88,1000,0.00,45,N/A,N/A
1699,KOSEF 미국나스닥100(H),10980,상승10,+0.09%,0,88,800,0.00,13023,N/A,N/A
1700,KOSEF Fn중소형,21930,하락110,-0.50%,0,88,400,0.00,5,N/A,N/A
1701,KBSTAR 미국빅데이터Top3채권혼합iSelect,10955,상승25,+0.23%,0,88,800,0.00,1198,N/A,N/A
1702,삼성 FnGuide 웹 3.0 ETN,8760,하락40,-0.45%,0,88,1000,0.00,2,N/A,N/A
1703,ACE 중장기국공채액티브,98425,상승35,+0.04%,0,88,89,0.00,1,N/A,N/A
1704,KODEX 콩선물(H),14545,하락60,-0.41%,0,87,600,0.00,27,N/A,N/A
1705,KBSTAR KQ고배당,13420,하락95,-0.70%,0,87,650,0.00,230,N/A,N/A
1706,메리츠 미국채30년 ETN(H),8715,상승30,+0.35%,0,87,1000,0.00,126,N/A,N/A
1707,TREX 200,34510,하락110,-0.32%,0,86,250,0.00,1,N/A,N/A
1708,KOSEF 미국S&P500(H),10765,상승5,+0.05%,0,86,800,0.00,190,N/A,N/A
1709,미래에셋 인버스 에너지화학 Core5 ETN,4300,0,0.00%,0,86,2000,0.00,0,N/A,N/A
1710,ACE 중국본토CSI300레버리지(합성),3905,상승5,+0.13%,0,86,2200,3.88,5637,N/A,N/A
1711,일양약품우,19300,상승110,+0.57%,2500,86,445,0.27,10,19.59,N/A
1712,KB FnGuide 언택트 ETN,8590,하락5,-0.06%,0,86,1000,0.00,2,N/A,N/A
1713,덕성우,6140,상승50,+0.82%,500,85,1392,1.09,302,41.77,N/A
1714,TIGER 우선주,12175,하락120,-0.98%,0,85,700,0.00,3614,N/A,N/A
1715,HANARO KAP초장기국고채,38350,하락90,-0.23%,0,85,222,0.00,410,N/A,N/A
1716,TIMEFOLIO K컬처액티브,7735,하락95,-1.21%,0,85,1100,0.00,184,N/A,N/A
1717,HANARO CAPEX설비투자iSelect,10550,하락15,-0.14%,0,84,800,0.00,1,N/A,N/A
1718,KB 레버리지 은 선물 ETN(H),16855,0,0.00%,0,84,500,0.00,0,N/A,N/A
1719,SOL 미국TOP5채권혼합40 Solactive,10505,상승20,+0.19%,0,84,800,0.00,290,N/A,N/A
1720,ARIRANG 미국S&P500,10495,상승25,+0.24%,0,84,800,0.00,168,N/A,N/A
1721,신한 인버스 은 선물 ETN(H),4185,하락65,-1.53%,0,84,2000,0.00,105,N/A,N/A
1722,KODEX 한중전기차(합성),11890,0,0.00%,0,83,700,0.00,11,N/A,N/A
1723,TIGER 이머징마켓MSCI레버리지(합성 H),7295,0,0.00%,0,83,1140,0.00,0,N/A,N/A
1724,KOSEF 블루칩,8315,하락5,-0.06%,0,83,1000,0.00,108,N/A,N/A
1725,HANARO 글로벌워터MSCI(합성),10375,상승120,+1.17%,0,83,800,0.00,1,N/A,N/A
1726,삼성 코스피 양매도 5% OTM ETN,8285,0,0.00%,0,83,1000,0.00,0,N/A,N/A
1727,삼성 KRX 리츠 TOP10 월배당 ETN,8260,하락35,-0.42%,0,83,1000,0.00,382,N/A,N/A
1728,신한 인버스 2X Russell 2000 ETN,8260,상승70,+0.85%,0,83,1000,0.00,2,N/A,N/A
1729,KOSEF 200선물인버스2X,2625,상승10,+0.38%,0,82,3140,0.00,35610,N/A,N/A
1730,크라운제과우,10650,하락90,-0.84%,200,82,774,0.46,554,5.23,N/A
1731,ACE 삼성그룹동일가중,16390,0,0.00%,0,82,500,0.00,10,N/A,N/A
1732,SOL 한국형글로벌반도체액티브,10495,하락70,-0.66%,0,82,780,0.00,153,N/A,N/A
1733,에셋플러스 글로벌영에이지액티브,11370,상승30,+0.26%,0,82,720,0.00,9,N/A,N/A
1734,KODEX 모멘텀Plus,11675,하락90,-0.76%,0,82,700,0.00,164,N/A,N/A
1735,KODEX 밸류Plus,9050,하락20,-0.22%,0,81,900,0.00,29,N/A,N/A
1736,KOSEF 코스피100,25455,하락80,-0.31%,0,81,320,0.00,5,N/A,N/A
1737,KOSEF 미국방어배당성장나스닥,13570,상승90,+0.67%,0,81,600,0.00,375,N/A,N/A
1738,ARIRANG 국채선물10년,52155,하락210,-0.40%,0,81,156,0.00,24,N/A,N/A
1739,대상홀딩스우,8900,하락30,-0.34%,1000,81,913,0.44,238,10.25,N/A
1740,동원시스템즈우,30700,하락1250,-3.91%,5000,81,264,0.15,321,12.46,N/A
1741,마이다스 KoreaStock중소형액티브,21530,0,0.00%,0,81,375,0.00,0,N/A,N/A
1742,히어로즈 TDF2050액티브,10730,상승70,+0.66%,0,80,750,0.00,840,N/A,N/A
1743,KOSEF 독일DAX,10730,상승80,+0.75%,0,80,750,0.00,65,N/A,N/A
1744,TIGER 은행,6595,상승20,+0.30%,0,80,1220,0.00,3623,N/A,N/A
1745,KB 인버스 2X 금 선물 ETN(H),16090,상승85,+0.53%,0,80,500,0.00,181,N/A,N/A
1746,TIGER 금은선물(H),10030,하락15,-0.15%,0,80,800,0.00,40,N/A,N/A
1747,ACE 코스피,26735,하락35,-0.13%,0,80,300,0.00,31,N/A,N/A
1748,ACE 미국나스닥100채권혼합액티브,10020,상승20,+0.20%,0,80,800,0.00,983,N/A,N/A
1749,ACE 미국S&P500채권혼합액티브,10000,하락10,-0.10%,0,80,800,0.00,31,N/A,N/A
1750,TIMEFOLIO 미국나스닥100액티브,10810,상승25,+0.23%,0,80,740,0.00,4,N/A,N/A
1751,VITA 밸류알파액티브,10645,0,0.00%,0,80,750,0.00,0,N/A,N/A
1752,KOSEF 차이나A50커넥트레버리지MSCI(합성H),10640,0,0.00%,0,80,750,0.00,0,N/A,N/A
1753,HANARO Fn조선해운,9970,상승95,+0.96%,0,80,800,0.00,25889,N/A,N/A
1754,메리츠 STAR 50 ETN,7950,0,0.00%,0,80,1000,0.00,0,N/A,N/A
1755,ACE 밸류대형,8830,하락30,-0.34%,0,79,900,0.00,10,N/A,N/A
1756,ARIRANG Apple채권혼합Fn,10585,상승35,+0.33%,0,79,750,0.00,25640,N/A,N/A
1757,KB 인버스 KOSPI 200 선물 ETN,11335,상승35,+0.31%,0,79,700,0.00,2,N/A,N/A
1758,신한 인버스 다우존스지수 선물 ETN(H),3955,상승5,+0.13%,0,79,2000,0.00,95,N/A,N/A
1759,KODEX MSCI밸류,11260,0,0.00%,0,79,700,0.00,0,N/A,N/A
1760,KOSEF 200선물레버리지,14870,하락80,-0.54%,0,79,530,0.29,1127,N/A,N/A
1761,KBSTAR 글로벌수소경제Indxx,8755,하락100,-1.13%,0,79,900,0.00,731,N/A,N/A
1762,삼성 알루미늄 선물 ETN,7860,0,0.00%,0,79,1000,0.00,0,N/A,N/A
1763,남선알미우,25500,하락50,-0.20%,500,79,308,0.24,79,107.14,N/A
1764,ARIRANG KS로우사이즈가중TR,15670,0,0.00%,0,78,500,0.00,0,N/A,N/A
1765,KB 레버리지 구리 선물 ETN(H),15645,0,0.00%,0,78,500,0.00,0,N/A,N/A
1766,KB 레버리지 FANG 플러스 ETN(H),15635,하락165,-1.04%,0,78,500,0.00,11,N/A,N/A
1767,메리츠 국채30년 ETN,7815,하락40,-0.51%,0,78,1000,0.00,14,N/A,N/A
1768,ACE 코스닥(합성),12975,0,0.00%,0,78,600,0.00,0,N/A,N/A
1769,ACE 중국과창판STAR50,8650,상승55,+0.64%,0,78,900,0.02,53,N/A,N/A
1770,UNICORN R&D 액티브,11110,0,0.00%,0,78,700,0.00,0,N/A,N/A
1771,TIGER 의료기기,15550,0,0.00%,0,78,500,0.00,48,N/A,N/A
1772,TRUE 베트남 VN30 선물 ETN(H),7770,하락5,-0.06%,0,78,1000,0.00,1,N/A,N/A
1773,KBSTAR KRX300미국달러선물혼합,15530,하락105,-0.67%,0,78,500,0.00,1,N/A,N/A
1774,ACE 스마트밸류,12935,하락60,-0.46%,0,78,600,0.00,10,N/A,N/A
1775,TIGER 미국S&P500선물인버스(H),3880,0,0.00%,0,78,2000,0.00,8491,N/A,N/A
1776,KOSEF 차이나A50커넥트MSCI,9700,상승235,+2.48%,0,78,800,0.00,6,N/A,N/A
1777,TIGER KTOP30,9085,하락40,-0.44%,0,77,850,0.00,121,N/A,N/A
1778,TIMEFOLIO 미국S&P500액티브,10710,하락20,-0.19%,0,77,720,0.00,3,N/A,N/A
1779,삼성 인버스 2X 금 선물 ETN(H),7700,하락30,-0.39%,0,77,1000,0.00,3535,N/A,N/A
1780,KBSTAR 유로스탁스50(H),11800,상승95,+0.81%,0,77,650,0.00,67,N/A,N/A
1781,SOL 한국형글로벌전기차&2차전지액티브,10350,하락70,-0.67%,0,77,740,0.00,194,N/A,N/A
1782,마이다스 200커버드콜5%OTM,12765,0,0.00%,0,77,600,0.00,0,N/A,N/A
1783,KBSTAR 주식혼합,38275,상승115,+0.30%,0,77,200,0.00,1,N/A,N/A
1784,KODEX TDF2040액티브,10910,0,0.00%,0,76,700,0.00,7,N/A,N/A
1785,SOL KRX기후변화솔루션,12710,하락35,-0.27%,0,76,600,0.00,25,N/A,N/A
1786,HANARO Fn K-메타버스MZ,7610,하락80,-1.04%,0,76,1000,0.00,2,N/A,N/A
1787,신한 인버스 2X 은 선물 ETN(H),1515,하락55,-3.50%,0,76,5000,0.00,24192,N/A,N/A
1788,TIGER 코스피중형주,15120,0,0.00%,0,76,500,0.00,0,N/A,N/A
1789,KBSTAR KRX기후변화솔루션,12595,하락60,-0.47%,0,76,600,0.00,2,N/A,N/A
1790,ACE 스마트퀄리티,15110,하락75,-0.49%,0,76,500,0.00,10,N/A,N/A
1791,TIGER 로우볼,11800,하락30,-0.25%,0,76,640,0.00,43,N/A,N/A
1792,KODEX Fn멀티팩터,12515,하락45,-0.36%,0,75,600,0.00,185,N/A,N/A
1793,대신 S&P WTI원유 선물 ETN,7495,하락110,-1.45%,0,75,1000,0.00,2,N/A,N/A
1794,코리아써키트2우B,9550,하락100,-1.04%,500,75,784,2.29,432,3.81,N/A
1795,KODEX 200 중소형,12465,하락40,-0.32%,0,75,600,0.00,59,N/A,N/A
1796,KBSTAR 미국장기국채선물(H),9325,상승5,+0.05%,0,75,800,0.00,2413,N/A,N/A
1797,히어로즈 TDF2040액티브,10650,0,0.00%,0,75,700,0.00,0,N/A,N/A
1798,HANARO Fn K-푸드,9915,하락70,-0.70%,0,74,750,0.00,1449,N/A,N/A
1799,태영건설우,5660,0,0.00%,500,74,1302,0.96,0,3.62,N/A
1800,KOSEF 코스닥150선물레버리지,5415,하락170,-3.04%,0,74,1360,0.02,8840,N/A,N/A
1801,QV US 500 ETN(H),10500,0,0.00%,0,74,700,0.00,0,N/A,N/A
1802,히어로즈 TDF2030액티브,10480,0,0.00%,0,73,700,0.00,0,N/A,N/A
1803,KBSTAR 200에너지화학,11460,하락35,-0.30%,0,73,640,0.00,46225,N/A,N/A
1804,ACE 스마트로우볼,14630,하락55,-0.37%,0,73,500,0.00,10,N/A,N/A
1805,KOSEF 차이나내수소비TOP CSI,9735,상승10,+0.10%,0,73,750,0.00,143849,N/A,N/A
1806,KBSTAR 미국장기국채선물레버리지(합성 H),7675,상승15,+0.20%,0,73,950,0.00,2611,N/A,N/A
1807,TIGER 코스닥150IT,15150,하락460,-2.95%,0,73,480,0.00,1545,N/A,N/A
1808,TIGER MSCI KOREA ESG유니버설,10085,하락30,-0.30%,0,73,720,0.00,5,N/A,N/A
1809,대원전선우,2770,상승30,+1.09%,500,73,2621,0.81,1369,153.89,N/A
1810,HANARO 미국S&P500,10365,0,0.00%,0,73,700,0.00,6,N/A,N/A
1811,KB 인버스 2X KOSPI 200 선물 ETN,14490,상승50,+0.35%,0,72,500,0.00,2369,N/A,N/A
1812,TIGER 경기방어채권혼합,9050,상승15,+0.17%,0,72,800,0.00,5,N/A,N/A
1813,KODEX 한중반도체(합성),12045,하락5,-0.04%,0,72,600,0.00,110,N/A,N/A
1814,마이티 코스피100,25810,0,0.00%,0,72,280,0.00,0,N/A,N/A
1815,HANARO Fn친환경에너지,10300,하락30,-0.29%,0,72,700,0.00,1728,N/A,N/A
1816,KODEX TSE일본리츠(H),12015,0,0.00%,0,72,600,0.00,231,N/A,N/A
1817,신한 레버리지 10년 국채선물 ETN,10230,0,0.00%,0,72,700,0.00,0,N/A,N/A
1818,KBSTAR 차이나항셍테크,5960,상승60,+1.02%,0,72,1200,0.75,1,N/A,N/A
1819,ACE 스마트모멘텀,14275,하락65,-0.45%,0,71,500,0.00,10,N/A,N/A
1820,ACE 베트남VN30선물블룸버그레버리지(H),8905,하락105,-1.17%,0,71,800,0.00,1252,N/A,N/A
1821,파워 고배당저변동성,29545,상승45,+0.15%,0,71,240,0.00,267,N/A,N/A
1822,KBSTAR V&S셀렉트밸류,14050,하락35,-0.25%,0,70,500,0.00,1,N/A,N/A
1823,KBSTAR 글로벌농업경제MV,10030,하락5,-0.05%,0,70,700,0.00,2527,N/A,N/A
1824,KBSTAR 국채30년레버리지KAP(합성),20040,하락220,-1.09%,0,70,350,0.00,2106,N/A,N/A
1825,동부건설우,31050,0,0.00%,5000,70,226,18.57,630,17.88,N/A
1826,메리츠 레버리지 미국채10년 ETN(H),7000,상승10,+0.14%,0,70,1000,0.00,921,N/A,N/A
1827,KODEX MSCI모멘텀,11660,하락35,-0.30%,0,70,600,0.00,4,N/A,N/A
1828,KODEX 미국채울트라30년선물인버스(H),9980,0,0.00%,0,70,700,0.00,3,N/A,N/A
1829,신한 인버스 2X 10년 국채선물 ETN,9935,0,0.00%,0,70,700,0.00,0,N/A,N/A
1830,HANARO KRX기후변화솔루션,12610,상승5,+0.04%,0,69,550,0.00,3,N/A,N/A
1831,대신 천연가스 선물 ETN(H),6890,하락375,-5.16%,0,69,1000,0.00,8322,N/A,N/A
1832,KBSTAR 글로벌데이터센터리츠나스닥(합성),10585,상승60,+0.57%,0,69,650,0.00,48,N/A,N/A
1833,TRUE 인버스 2X HSCEI ETN(H),6865,상승10,+0.15%,0,69,1000,0.00,4,N/A,N/A
